Reference ID,,PMID,Journal_Name,Year,Volume,Issue,First_Page,Author,Title
96,,15840436,Toxicology,2005,210,43864,223-33,"Shinji Takeuchi, Mitsuru Iida, Satoshi Kobayashi, Kazuo Jin, Tadashi Matsuda, Hiroyuki Kojima","Differential effects of phthalate esters on transcriptional activities via human estrogen receptors alpha and beta, and androgen receptor."
97,,15950433,Toxicology in vitro : an international journal published in association with BIBRA,2005,19,6,831-42,"Naohiro Araki, Ken Ohno, Makoto Nakai, Masahiro Takeyoshi, Mitsuru Iida",Screening for androgen receptor activities in 253 industrial chemicals by in vitro reporter gene assays using AR-EcoScreen cells.
98,,16019211,Bioorganic & medicinal chemistry letters,2005,15,19,4327-31,"Shinnosuke Hosoda, Aya Tanatani, Ken-ichi Wakabayashi, Yusuke Nakano, Hiroyuki Miyachi, Kazuo Nagasawa, Yuichi Hashimoto",Ligands with dual vitamin D3-agonistic and androgen-antagonistic activities.
99,,16078847,Journal of medicinal chemistry,2005,48,16,5295-304,"J T Link, Bryan Sorensen, Jyoti Patel, Marlena Grynfarb, Annika Goos-Nilsson, Jiahong Wang, Steven Fung, Denise Wilcox, Brad Zinker, Phong Nguyen, Bach Hickman, James M Schmidt, Sue Swanson, Zhenping Tian, Thomas J Reisch, Gary Rotert, Jia Du, Benjamin Lane, Thomas W von Geldern, Peer B Jacobson",Antidiabetic activity of passive nonsteroidal glucocorticoid receptor modulators.
100,,16125883,Toxicology letters,2006,160,2,151-7,"Li-Chun Xu, Hong Sun, Jian-Feng Chen, Qian Bian, Ling Song, Xin-Ru Wang","Androgen receptor activities of p,p'-DDE, fenvalerate and phoxim detected by androgen receptor reporter gene assay."
101,,16134935,Journal of medicinal chemistry,2005,48,18,5666-74,"Markus A Lill, Fabienne Winiger, Angelo Vedani, Beat Ernst",Impact of induced fit on ligand binding to the androgen receptor: a multidimensional QSAR study to predict endocrine-disrupting effects of environmental chemicals.
102,,16250653,Journal of medicinal chemistry,2005,48,22,6948-55,"Udo Meyer, Gabriele Costantino, Antonio Macchiarulo, Roberto Pellicciari",Is antagonism of E/Z-guggulsterone at the farnesoid X receptor mediated by a noncanonical binding site? A molecular modeling study.
103,,16309907,Bioorganic & medicinal chemistry letters,2006,16,4,834-8,"Timothy A Blizzard, Candido Gude, Jerry D Morgan, Wanda Chan, Elizabeth T Birzin, Marina Mojena, Consuelo Tudela, Fang Chen, Kristin Knecht, Qin Su, Bryan Kraker, Ralph T Mosley, Mark A Holmes, Nandini Sharma, Paula M D Fitzgerald, Susan P Rohrer, Milton L Hammond",Androstenediol analogs as ER-beta-selective SERMs.
104,,16392816,Journal of medicinal chemistry,2006,49,1,318-28,"Jesse A May, Anura P Dantanarayana, Paul W Zinke, Marsha A McLaughlin, Najam A Sharif",1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.
105,,16420057,Journal of medicinal chemistry,2006,49,2,716-26,"Isao Kinoyama, Nobuaki Taniguchi, Akira Toyoshima, Eisuke Nozawa, Takashi Kamikubo, Masakazu Imamura, Akira Matsuhisa, Kiyohiro Samizu, Eiji Kawanimani, Tatsuya Niimi, Noritaka Hamada, Hiroshi Koutoku, Takashi Furutani, Masafumi Kudoh, Minoru Okada, Mitsuaki Ohta, Shin-ichi Tsukamoto","(+)-(2R,5S)-4-[4-cyano-3-(trifluoromethyl)phenyl]-2,5-dimethyl-N-[6-(trifluoromethyl)pyridin-3- yl]piperazine-1-carboxamide (YM580) as an orally potent and peripherally selective nonsteroidal androgen receptor antagonist."
106,,16601080,Toxicological sciences : an official journal of the Society of Toxicology,2006,92,1,157-73,"Timo Hamers, Jorke H Kamstra, Edwin Sonneveld, Albertinka J Murk, Monique H A Kester, Patrik L Andersson, Juliette Legler, Abraham Brouwer",In vitro profiling of the endocrine-disrupting potency of brominated flame retardants.
107,,16603353,Bioorganic & medicinal chemistry letters,2006,16,12,3233-7,"Xuqing Zhang, Xiaojie Li, George F Allan, Amy Musto, Scott G Lundeen, Zhihua Sui",Discovery of indole-containing tetracycles as a new scaffold for androgen receptor ligands.
108,,16784849,Bioorganic & medicinal chemistry letters,2006,16,16,4178-83,"Hsiang-Ru Lin, Donald J Abraham",Identification of a lead pharmacophore for the development of potent nuclear receptor modulators as anticancer and X syndrome disease therapeutic agents.
109,,16789753,Journal of medicinal chemistry,2006,49,13,3963-72,"Li Lin, Qian Shi, Alexander K Nyarko, Kenneth F Bastow, Chin-Chung Wu, Ching-Yuan Su, Charles C-Y Shih, Kuo-Hsiung Lee",Antitumor agents. 250. Design and synthesis of new curcumin analogues as potential anti-prostate cancer agents.
110,,16828557,Bioorganic & medicinal chemistry,2006,14,19,6525-38,"Dong Jin Hwang, Jun Yang, Huiping Xu, Igor M Rakov, Michael L Mohler, James T Dalton, Duane D Miller",Arylisothiocyanato selective androgen receptor modulators (SARMs) for prostate cancer.
111,,16876421,Bioorganic & medicinal chemistry,2006,14,21,7160-74,"Hiroto Tamura, Yoichi Ishimoto, Tomoko Fujikawa, Hiroaki Aoyama, Hiromichi Yoshikawa, Miki Akamatsu",Structural basis for androgen receptor agonists and antagonists: interaction of SPEED 98-listed chemicals and related compounds with the androgen receptor based on an in vitro reporter gene assay and 3D-QSAR.
112,,16942875,Bioorganic & medicinal chemistry letters,2006,16,21,5646-9,"James C Lanter, James J Fiordeliso, George F Allan, Amy Musto, Do Won Hahn, Zhihua Sui",A bioisosteric approach to the discovery of indole carbinol androgen receptor ligands.
113,,17034117,Journal of medicinal chemistry,2006,49,21,6143-6,"Arjan van Oeveren, Mehrnouch Motamedi, Neelakandha S Mani, Keith B Marschke, Francisco J López, William T Schrader, Andrés Negro-Vilar, Lin Zhi","Discovery of 6-N,N-bis(2,2,2-trifluoroethyl)amino- 4-trifluoromethylquinolin-2(1H)-one as a novel selective androgen receptor modulator."
114,,17064916,Bioorganic & medicinal chemistry,2007,15,1,174-85,"Kazutaka Tachibana, Ikuhiro Imaoka, Hitoshi Yoshino, Takashi Emura, Hirohumi Kodama, Yoshiyuki Furuta, Nobuaki Kato, Mitsuaki Nakamura, Masateru Ohta, Kenji Taniguchi, Nobuyuki Ishikura, Masahiro Nagamuta, Etsuro Onuma, Haruhiko Sato",Discovery of 7alpha-substituted dihydrotestosterones as androgen receptor pure antagonists and their structure-activity relationships.
115,,17095226,Bioorganic & medicinal chemistry letters,2007,17,3,784-8,"Raymond A Ng, Jihua Guan, Vernon C Alford, James C Lanter, George F Allan, Tifanie Sbriscia, Olivia Linton, Scott G Lundeen, Zhihua Sui","Synthesis and SAR of potent and selective androgen receptor antagonists: 5,6-Dichloro-benzimidazole derivatives."
116,,17149866,Journal of medicinal chemistry,2006,49,25,7366-72,"Anders Larsson, Leif A Eriksson, Patrik L Andersson, Per Ivarson, Per-Erik Olsson","Identification of the brominated flame retardant 1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane as an androgen agonist."
117,,17181141,Journal of medicinal chemistry,2006,49,26,7596-9,"Chongqing Sun, Jeffrey A Robl, Tammy C Wang, Yanting Huang, Joyce E Kuhns, John A Lupisella, Blake C Beehler, Rajasree Golla, Paul G Sleph, Ramakrishna Seethala, Aberra Fura, Stanley R Krystek, Yongmi An, Mary F Malley, John S Sack, Mark E Salvati, Gary J Grover, Jacek Ostrowski, Lawrence G Hamann","Discovery of potent, orally-active, and muscle-selective androgen receptor modulators based on an N-aryl-hydroxybicyclohydantoin scaffold."
118,,17197181,Bioorganic & medicinal chemistry letters,2007,17,6,1784-7,"Raymond A Ng, James C Lanter, Vernon C Alford, George F Allan, Tifanie Sbriscia, Scott G Lundeen, Zhihua Sui","Synthesis of potent and tissue-selective androgen receptor modulators (SARMs): 2-(2,2,2)-Trifluoroethyl-benzimidazole scaffold."
119,,17254783,Bioorganic & medicinal chemistry letters,2007,17,7,2018-21,"Johan Malm, Sandra Gordon, Peter Brandt, Bo Carlsson, Peter Agback, Anna Bäckbro Saeidi, Johnny Sandberg",Thyroid receptor ligands. Part 7: Indirect antagonists of the thyroid hormone receptor with improved affinity.
120,,17257838,Bioorganic & medicinal chemistry letters,2007,17,6,1523-6,"Arjan van Oeveren, Barbara A Pio, Christopher M Tegley, Robert I Higuchi, Min Wu, Todd K Jones, Keith B Marschke, Andrés Negro-Vilar, Lin Zhi",Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones.
121,,17267219,Bioorganic & medicinal chemistry letters,2007,17,6,1527-31,"Arjan van Oeveren, Mehrnoush Motamedi, Esther Martinborough, Shuo Zhao, Yixing Shen, Sarah West, William Chang, Adam Kallel, Keith B Marschke, Francisco J López, Andrés Negro-Vilar, Lin Zhi",Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones.
122,,17274610,Journal of medicinal chemistry,2007,50,5,984-1000,"Joachim Rudolph, Libing Chen, Dyuti Majumdar, William H Bullock, Michael Burns, Thomas Claus, Fernando E Dela Cruz, Michelle Daly, Frederick J Ehrgott, Jeffrey S Johnson, James N Livingston, Robert W Schoenleber, Jeffrey Shapiro, Ling Yang, Manami Tsutsumi, Xin Ma","Indanylacetic acid derivatives carrying 4-thiazolyl-phenoxy tail groups, a new class of potent PPAR alpha/gamma/delta pan agonists: synthesis, structure-activity relationship, and in vivo efficacy."
123,,17292608,Bioorganic & medicinal chemistry letters,2007,17,7,1860-4,"Lawrence G Hamann, Mark C Manfredi, Chongqing Sun, Stanley R Krystek, Yanting Huang, Yingzhi Bi, David J Augeri, Tammy Wang, Yan Zou, David A Betebenner, Aberra Fura, Ramakrishna Seethala, Rajasree Golla, Joyce E Kuhns, John A Lupisella, Celia J Darienzo, Laura L Custer, Jennifer L Price, James M Johnson, Scott A Biller, Robert Zahler, Jacek Ostrowski",Tandem optimization of target activity and elimination of mutagenic potential in a potent series of N-aryl bicyclic hydantoin-based selective androgen receptor modulators.
124,,17328524,Journal of medicinal chemistry,2007,50,5,1028-40,"Ephraim E Parent, Carmen S Dence, Carl Jenks, Terry L Sharp, Michael J Welch, John A Katzenellenbogen","Synthesis and biological evaluation of [18F]bicalutamide, 4-[76Br]bromobicalutamide, and 4-[76Br]bromo-thiobicalutamide as non-steroidal androgens for prostate cancer imaging."
125,,17336533,Bioorganic & medicinal chemistry,2007,15,8,3003-18,"Jenny Roy, Rock Breton, Céline Martel, Fernand Labrie, Donald Poirier","Chemical synthesis and biological activities of 16alpha-derivatives of 5alpha-androstane-3alpha,17beta-diol as antiandrogens."
126,,17337185,Bioorganic & medicinal chemistry letters,2007,17,9,2545-8,"James C Lanter, James J Fiordeliso, Vernon C Alford, Xuqing Zhang, Kenneth M Wells, Ronald K Russell, George F Allan, Muh-Tsann Lai, Olivia Linton, Scott Lundeen, Zhihua Sui",beta-Alkylthio indolyl carbinols: potent nonsteroidal antiandrogens with oral efficacy in a prostate cancer model.
127,,17432842,Journal of medicinal chemistry,2007,50,10,2319-25,"Astrid Spannhoff, Ralf Heinke, Ingo Bauer, Patrick Trojer, Eric Metzger, Ronald Gust, Roland Schüle, Gerald Brosch, Wolfgang Sippl, Manfred Jung",Target-based approach to inhibitors of histone arginine methyltransferases.
128,,17439112,Journal of medicinal chemistry,2007,50,10,2486-96,"Robert I Higuchi, Kristen L Arienti, Francisco J López, Neelakhanda S Mani, Dale E Mais, Thomas R Caferro, Yun Oliver Long, Todd K Jones, James P Edwards, Lin Zhi, William T Schrader, Andrés Negro-Vilar, Keith B Marschke","Novel series of potent, nonsteroidal, selective androgen receptor modulators based on 7H-[1,4]oxazino[3,2-g]quinolin-7-ones."
129,,17448656,Bioorganic & medicinal chemistry letters,2007,17,10,2944-8,"Timothy A Blizzard, Candido Gude, Wanda Chan, Elizabeth T Birzin, Marina Mojena, Consuelo Tudela, Fang Chen, Kristin Knecht, Qin Su, Bryan Kraker, Mark A Holmes, Susan P Rohrer, Milton L Hammond",Bridged androstenediol analogs as ER-beta selective SERMs.
130,,17499997,Bioorganic & medicinal chemistry,2007,15,14,4966-72,"Jie Liu, Kuniyoshi Shimizu, Fumiko Konishi, Shoichiro Kumamoto, Ryuichiro Kondo",The anti-androgen effect of ganoderol B isolated from the fruiting body of Ganoderma lucidum.
131,,17552509,Journal of medicinal chemistry,2007,50,13,3015-25,"James J Li, James C Sutton, Alexandra Nirschl, Yan Zou, Haixia Wang, Chongqing Sun, Zulan Pi, Rebecca Johnson, Stanley R Krystek, Ramakrishna Seethala, Rajasree Golla, Paul G Sleph, Blake C Beehler, Gary J Grover, Aberra Fura, Viral P Vyas, Cindy Y Li, Jack Z Gougoutas, Michael A Galella, Robert Zahler, Jacek Ostrowski, Lawrence G Hamann",Discovery of potent and muscle selective androgen receptor modulators through scaffold modifications.
132,,17553679,Bioorganic & medicinal chemistry letters,2007,17,15,4158-62,"Robert J Ardecky, Andrew R Hudson, Dean P Phillips, John S Tyhonas, Charlotte Deckhut, Thomas L Lau, Yongkai Li, Esther A Martinborough, Steven L Roach, Robert I Higuchi, Francisco J Lopez, Keith B Marschke, Jeffrey N Miner, Donald S Karanewsky, Andrés Negro-Vilar, Lin Zhi","5(Z)-benzylidene-1,2-dihydro-9-hydroxy-10-methoxy-2,2,4-trimethyl-5H-1-aza-6-oxa-chrysenes as non-steroidal glucocorticoid receptor modulators."
133,,17574413,Bioorganic & medicinal chemistry letters,2007,17,16,4487-90,"Mark C Manfredi, Yingzhi Bi, Alexandra A Nirschl, James C Sutton, Ramakrishna Seethala, Rajasree Golla, Blake C Beehler, Paul G Sleph, Gary J Grover, Jacek Ostrowski, Lawrence G Hamann","Synthesis and SAR of tetrahydropyrrolo[1,2-b][1,2,5]thiadiazol-2(3H)-one 1,1-dioxide analogues as highly potent selective androgen receptor modulators."
134,,17587578,Bioorganic & medicinal chemistry letters,2007,17,17,4901-5,"Nicholas C Ray, Robin D Clark, David E Clark, Karen Williams, H G Hickin, Peter H Crackett, Hazel J Dyke, Peter M Lockey, Melanie Wong, René Devos, Anne White, Joseph K Belanoff","Discovery and optimization of novel, non-steroidal glucocorticoid receptor modulators."
135,,17606915,Proceedings of the National Academy of Sciences of the United States of America,2007,104,29,11927-32,"W H Bisson, A V Cheltsov, N Bruey-Sedano, B Lin, J Chen, N Goldberger, L T May, A Christopoulos, J T Dalton, P M Sexton, X-K Zhang, R Abagyan",Discovery of antiandrogen activity of nonsteroidal scaffolds of marketed drugs.
136,,17616395,Bioorganic & medicinal chemistry letters,2007,17,17,4737-45,"Margaret Clackers, Diane M Coe, Derek A Demaine, George W Hardy, Davina Humphreys, Graham G A Inglis, Michael J Johnston, Haydn T Jones, David House, Richard Loiseau, Doug J Minick, Philip A Skone, Iain Uings, Iain M McLay, Simon J F Macdonald",Non-steroidal glucocorticoid agonists: the discovery of aryl pyrazoles as A-ring mimetics.
137,,17681796,Bioorganic & medicinal chemistry,2007,15,20,6556-64,"Puwen Zhang, Eugene Terefenko, Jeffrey Kern, Andrew Fensome, Eugene Trybulski, Ray Unwalla, Jay Wrobel, Susan Lockhead, Yuan Zhu, Jeffrey Cohen, Margaret Lacava, Richard C Winneker, Zhiming Zhang","5-(3-Cyclopentyl-2-thioxo-2,3-dihydro-1H-benzimidazol-5-yl)-1-methyl-1H-pyrrole-2-carbonitrile: A novel, highly potent, selective, and orally active non-steroidal progesterone receptor agonist."
138,,17703938,Bioorganic & medicinal chemistry letters,2007,17,19,5442-6,"Robert I Higuchi, Anthony W Thompson, Jyun-Hung Chen, Thomas R Caferro, Marquis L Cummings, Charlotte P Deckhut, Mark E Adams, Christopher M Tegley, James P Edwards, Francisco J López, E Adam Kallel, Donald S Karanewsky, William T Schrader, Keith B Marschke, Lin Zhi","Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones."
139,,17705362,Journal of medicinal chemistry,2007,50,19,4699-709,"Andrew R Hudson, Steven L Roach, Robert I Higuchi, Dean P Phillips, Reid P Bissonnette, William W Lamph, Jean Yen, Yongkai Li, Mark E Adams, Lino J Valdez, Angie Vassar, Catalina Cuervo, E Adam Kallel, Catherine J Gharbaoui, Dale E Mais, Jeffrey N Miner, Keith B Marschke, Deepa Rungta, Andrés Negro-Vilar, Lin Zhi",Synthesis and characterization of nonsteroidal glucocorticoid receptor modulators for multiple myeloma.
140,,17711855,The Journal of biological chemistry,2007,282,42,30910-9,"Line Cantin, Frédérick Faucher, Jean-François Couture, Karine Pereira de Jésus-Tran, Pierre Legrand, Liviu C Ciobanu, Yvon Fréchette, Richard Labrecque, Shankar Mohan Singh, Fernand Labrie, Rock Breton","Structural characterization of the human androgen receptor ligand-binding domain complexed with EM5744, a rationally designed steroidal ligand bearing a bulky chain directed toward helix 12."
141,,17764935,Bioorganic & medicinal chemistry letters,2007,17,20,5529-32,"Jennifer A Van Camp, Lain-Yen Hu, Catherine Kostlan, Bruce Lefker, Jie Li, Lorna Mitchell, Zhi Wang, Wen-Song Yue, Matthew Carroll, Danielle Dettling, Daniel Du, David Pocalyko, Kimberly Wade",Preparation of 4-aryl-2-trifluoromethylbenzonitrile derivatives as androgen receptor antagonists for topical suppression of sebum production.
142,,17766112,Bioorganic & medicinal chemistry letters,2007,17,20,5693-7,"Lain-Yen Hu, Huangshu John Lei, Daniel Du, Theodore R Johnson, Victor Fedij, Catherine Kostlan, Wen Song Yue, Mark Lovdahl, Jie Jack Li, Mathew Carroll, Danielle Dettling, Jeffrey Asbill, Conglin Fan, Kimberly Wade, David Pocalyko, Kimberly Lapham, Radhika Yalamanchili, Brian Samas, Derek Vrieze, Susan Ciotti, Teresa Krieger-Burke, Drago Sliskovic, Howard Welgus",Synthesis and biological evaluation of amino-pyridines as androgen receptor antagonists for stimulating hair growth and reducing sebum production.
143,,17804229,Bioorganic & medicinal chemistry letters,2007,17,20,5573-6,"Kazutaka Tachibana, Ikuhiro Imaoka, Hitoshi Yoshino, Nobuaki Kato, Mitsuaki Nakamura, Masateru Ohta, Hiromitsu Kawata, Kenji Taniguchi, Nobuyuki Ishikura, Masahiro Nagamuta, Etsuro Onuma, Haruhiko Sato",Discovery and structure-activity relationships of new steroidal compounds bearing a carboxy-terminal side chain as androgen receptor pure antagonists.
144,,17822897,Bioorganic & medicinal chemistry letters,2007,17,20,5704-8,"Robin D Clark, Nicholas C Ray, Paul Blaney, Peter H Crackett, Christopher Hurley, Karen Williams, Hazel J Dyke, David E Clark, Peter M Lockey, Rene Devos, Melanie Wong, Anne White, Joseph K Belanoff",2-Benzenesulfonyl-8a-benzyl-hexahydro-2H-isoquinolin-6-ones as selective glucocorticoid receptor antagonists.
145,,17827000,Bioorganic & medicinal chemistry letters,2007,17,21,5983-8,"Lain-Yen Hu, Daniel Du, Jennifer Hoffman, Yvonne Smith, Victor Fedij, Catherine Kostlan, Theodore R Johnson, Yun Huang, Steve Kesten, William Harter, Wen Song Yue, Jie Jack Li, Nicole Barvian, Lorna Mitchell, Huangshu John Lei, Bruce Lefker, Mathew Carroll, Danielle Dettling, Teresa Krieger-Burke, Brian Samas, Radhika Yalamanchili, Kimberly Lapham, David Pocalyko, Drago Sliskovic, Susan Ciotti, Brenda Stoller, Mostofa A Hena, Qizhu Ding, Samarendra N Maiti, Michael Stier, Howard Welgus","(1R,2S)-4-(2-cyano-cyclohexyl-oxy)-2-trifluoromethyl-benzonitrile, a potent androgen receptor antagonist for stimulating hair growth and reducing sebum production."
146,,17867665,Journal of medicinal chemistry,2007,50,21,5076-89,"Fabrizio Micheli, Giorgio Bonanomi, Frank E Blaney, Simone Braggio, Anna Maria Capelli, Anna Checchia, Ornella Curcuruto, Federica Damiani, Romano Di Fabio, Daniele Donati, Gabriella Gentile, Andy Gribble, Dieter Hamprecht, Giovanna Tedesco, Silvia Terreni, Luca Tarsi, Andrew Lightfoot, Geoff Stemp, Gregor Macdonald, Alex Smith, Michela Pecoraro, Marcella Petrone, Ornella Perini, Jacqui Piner, Tino Rossi, Angela Worby, Maria Pilla, Enzo Valerio, Cristiana Griffante, Manolo Mugnaini, Martyn Wood, Claire Scott, Michela Andreoli, Laurent Lacroix, Adam Schwarz, Alessandro Gozzi, Angelo Bifone, Charles R Ashby, Jim J Hagan, Christian Heidbreder","1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists."
147,,17887661,Journal of medicinal chemistry,2007,50,21,5049-52,"Esther Martinborough, Yixing Shen, Arjan van Oeveren, Yun Oliver Long, Thomas L S Lau, Keith B Marschke, William Y Chang, Francisco J López, Eric G Vajda, Peter J Rix, O Humberto Viveros, Andrés Negro-Vilar, Lin Zhi",Substituted 6-(1-pyrrolidine)quinolin-2(1H)-ones as novel selective androgen receptor modulators.
148,,17890084,Bioorganic & medicinal chemistry letters,2007,17,22,6295-8,"Timothy A Blizzard, Candido Gude, Jerry D Morgan, Wanda Chan, Elizabeth T Birzin, Marina Mojena, Consuelo Tudela, Fang Chen, Kristin Knecht, Qin Su, Bryan Kraker, Ralph T Mosley, Mark A Holmes, Susan P Rohrer, Milton L Hammond","Androstene-3,5-dienes as ER-beta selective SERMs."
149,,17911242,Proceedings of the National Academy of Sciences of the United States of America,2007,104,41,16074-9,"Eva Estébanez-Perpiñá, Leggy A Arnold, Phuong Nguyen, Edson Delgado Rodrigues, Ellena Mar, Raynard Bateman, Peter Pallai, Kevan M Shokat, John D Baxter, R Kiplin Guy, Paul Webb, Robert J Fletterick",A surface on the androgen receptor that allosterically regulates coactivator binding.
150,,18032610,Proceedings of the National Academy of Sciences of the United States of America,2007,104,49,19244-9,"Jeffrey N Miner, Bob Ardecky, Khalid Benbatoul, Kimberly Griffiths, Christopher J Larson, Dale E Mais, Keith Marschke, Jon Rosen, Eric Vajda, Lin Zhi, Andres Negro-Vilar",Antiinflammatory glucocorticoid receptor ligand with reduced side effects exhibits an altered protein-protein interaction profile.
151,,18038968,Journal of medicinal chemistry,2007,50,26,6443-5,"Michael G Bell, Douglas L Gernert, Timothy A Grese, Matthew D Belvo, Peter S Borromeo, Sally A Kelley, Joseph H Kennedy, Stanley P Kolis, Peter A Lander, Rachel Richey, V Scott Sharp, Gregory A Stephenson, Jeffrey D Williams, Hannah Yu, Karen M Zimmerman, Mitchell I Steinberg, Prabhakar K Jadhav","(S)-N-{3-[1-cyclopropyl-1-(2,4-difluoro-phenyl)-ethyl]-1H-indol-7-yl}-methanesulfonamide: a potent, nonsteroidal, functional antagonist of the mineralocorticoid receptor."
152,,18177009,Journal of natural products,2008,71,1,87-92,"Shwu-Fen Chang, Li-Ming Yang, Chia-Hsin Lo, Jia-Horng Liaw, Li-Hsuan Wang, Shwu-Jiuan Lin",Microbial transformation of isosteviol and bioactivities against the glucocorticoid/androgen response elements.
153,,18275152,Journal of natural products,2008,71,4,602-7,"Bo-Hon Chou, Li-Ming Yang, Shwu-Fen Chang, Feng-Lin Hsu, Chia-Hsin Lo, Jia-Horng Liaw, Pan-Chun Liu, Shwu-Jiuan Lin",Microbial transformation of isosteviol lactone and evaluation of the transformation products on androgen response element.
154,,18291644,Bioorganic & medicinal chemistry letters,2008,18,6,1910-5,"Mark E Salvati, Aaron Balog, Weifang Shan, Richard Rampulla, Soren Giese, Tom Mitt, Joseph A Furch, Gregory D Vite, Ricardo M Attar, Maria Jure-Kunkel, Jieping Geng, Cheryl A Rizzo, Marco M Gottardis, Stanley R Krystek, Jack Gougoutas, Michael A Galella, Mary Obermeier, Aberra Fura, Gamini Chandrasena",Identification and optimization of a novel series of [2.2.1]-oxabicyclo imide-based androgen receptor antagonists.
155,,18294747,Toxicology,2008,246,43864,112-23,"Tanja Krüger, Manhai Long, Eva C Bonefeld-Jørgensen",Plastic components affect the activation of the aryl hydrocarbon and the androgen receptor.
156,,18303829,Journal of medicinal chemistry,2008,51,6,1791-9,"Olivier Payen, Siden Top, Anne Vessières, Emilie Brulé, Marie-Aude Plamont, Michael J McGlinchey, Helge Müller-Bunz, Gérard Jaouen",Synthesis and structure-activity relationships of the first ferrocenyl-aryl-hydantoin derivatives of the nonsteroidal antiandrogen nilutamide.
157,,18310895,Biological & pharmaceutical bulletin,2008,31,3,375-9,"Kanako Satoh, Ryouichi Nonaka, Ken-ichi Ohyama, Fumiko Nagai, Akio Ogata, Mitsuru Iida",Endocrine disruptive effects of chemicals eluted from nitrile-butadiene rubber gloves using reporter gene assay systems.
158,,18316193,Bioorganic & medicinal chemistry,2008,16,7,3519-29,"Puranik Purushottamachar, Aakanksha Khandelwal, Tadas S Vasaitis, Robert D Bruno, Lalji K Gediya, Vincent C O Njar",Potent anti-prostate cancer agents derived from a novel androgen receptor down-regulating agent.
159,,18318463,Journal of medicinal chemistry,2008,51,6,1861-73,"Andrew Fensome, William R Adams, Andrea L Adams, Tom J Berrodin, Jeff Cohen, Christine Huselton, Arthur Illenberger, Jeffrey C Kern, Valerie A Hudak, Michael A Marella, Edward G Melenski, Casey C McComas, Cheryl A Mugford, Ov D Slayden, Matthew Yudt, Zhiming Zhang, Puwen Zhang, Yuan Zhu, Richard C Winneker, Jay E Wrobel","Design, synthesis, and SAR of new pyrrole-oxindole progesterone receptor modulators leading to 5-(7-fluoro-3,3-dimethyl-2-oxo-2,3-dihydro-1H-indol-5-yl)-1-methyl-1H-pyrrole-2-carbonitrile (WAY-255348)."
160,,18400499,Bioorganic & medicinal chemistry letters,2008,18,9,2967-71,"Yun Oliver Long, Robert I Higuchi, Thomas R Caferro, Thomas L S Lau, Min Wu, Marquis L Cummings, Esther A Martinborough, Keith B Marschke, William Y Chang, Francisco J López, Donald S Karanewsky, Lin Zhi","Selective androgen receptor modulators based on a series of 7H-[1,4]oxazino[3,2-g]quinolin-7-ones with improved in vivo activity."
161,,18442912,Bioorganic & medicinal chemistry letters,2008,18,11,3431-5,"Shuo Zhao, Yixing Shen, Arjan van Oeveren, Keith B Marschke, Lin Zhi",Discovery of a novel series of nonsteroidal androgen receptor modulators: 5- or 6-oxachrysen-2-ones.
162,,18472187,European journal of medicinal chemistry,2009,44,2,632-44,"Patrick Bydal, Van Luu-The, Fernand Labrie, Donald Poirier","Steroidal lactones as inhibitors of 17beta-hydroxysteroid dehydrogenase type 5: chemical synthesis, enzyme inhibitory activity, and assessment of estrogenic and androgenic activities."
163,,18504132,Bioorganic & medicinal chemistry,2008,16,13,6589-600,"Puwen Zhang, Jeffrey C Kern, Eugene A Terefenko, Andrew Fensome, Ray Unwalla, Zhiming Zhang, Jeffrey Cohen, Thomas J Berrodin, Matthew R Yudt, Richard C Winneker, Jay Wrobel","7-aryl 1,5-dihydro-benzo[e][1,4]oxazepin-2-ones and analogs as non-steroidal progesterone receptor antagonists."
164,,18513967,Bioorganic & medicinal chemistry letters,2008,18,12,3504-8,"Steven L Roach, Robert I Higuchi, Mark E Adams, Yan Liu, Donald S Karanewsky, Keith B Marschke, Dale E Mais, Jeffrey N Miner, Lin Zhi","Discovery of nonsteroidal glucocorticoid receptor ligands based on 6-indole-1,2,3,4-tetrahydroquinolines."
165,,18553958,Journal of medicinal chemistry,2008,51,13,3696-9,"Bijan Pedram, Arjan van Oeveren, Dale E Mais, Keith B Marschke, Pieter M Verbost, Marinus B Groen, Lin Zhi","A tissue-selective nonsteroidal progesterone receptor modulator: 7,9-difluoro-5-(3-methylcyclohex-2-enyl)-2,2,4-trimethyl-1,2-dihydrochromeno[3,4-f]quinoline."
166,,18571420,Bioorganic & medicinal chemistry,2008,16,14,6799-812,"Ken-ichi Wakabayashi, Keisuke Imai, Hiroyuki Miyachi, Yuichi Hashimoto, Aya Tanatani",4-(Anilino)pyrrole-2-carboxamides: Novel non-steroidal/non-anilide type androgen antagonists effective upon human prostate tumor LNCaP cells with mutated nuclear androgen receptor.
